node_id,goal_id,heuristic_value,true_remaining_cost,delta,admissible
11041705071,5564620678,49009.13025956487,80522.13734465197,-31513.007085087105,True
5063365599,5564620678,49145.96726421463,92069.89074151927,-42923.923477304634,True
5607047289,5564620678,34291.96086003685,67184.0465908855,-32892.085730848645,True
2503780452,5564620678,40920.014540185264,80358.63196106667,-39438.617420881405,True
11250832973,5564620678,31987.831692599564,58277.6894465853,-26289.857753985732,True
3712298376,5564620678,32477.46480190799,58655.74394093318,-26178.279139025188,True
2807986733,5564620678,142317.0408319207,299473.2592962007,-157156.21846428,True
7858277455,5564620678,64441.727870038354,153584.57622457092,-89142.84835453256,True
4889130220,5564620678,49231.4898020827,84781.84188622324,-35550.35208414053,True
7876464369,5564620678,33268.169878833636,56180.834345189534,-22912.6644663559,True
12478843908,5564620678,44258.841082194194,87487.56890263551,-43228.727820441316,True
5636472041,5564620678,25598.26295539325,54001.47593533185,-28403.212979938602,True
9977033409,5564620678,31135.807764033758,58485.266850264044,-27349.459086230287,True
6643091489,5564620678,40393.37180911862,71246.26472837398,-30852.892919255362,True
