u,v,goal_id,h_u,h_v,edge_cost,residual,consistent
4881300024,3458870772,4594175828,193350.18648812137,204158.70445648505,253.79373178223648,-11062.311700145918,True
4926446807,4926447023,4594175828,144888.25669725606,161172.60096268024,127.21085386831096,-16411.55511929249,True
5631689040,5631688993,4594175828,169643.73890500938,172056.20488405958,270.02088116596286,-2682.4868602161587,True
11335123989,11335123990,4594175828,168133.3544602273,168708.93665154008,48.62114248810055,-624.2033338008623,True
7876526127,7876441810,4594175828,165287.56150969965,174961.47738574093,139.32335168948296,-9813.239227730752,True
6760431981,6760431977,4594175828,151184.71499898948,146830.73972927977,12.591531761896013,4341.383737947821,False
6157883543,6157883607,4594175828,171838.41772584472,172470.71512664188,1457.2022008779538,-2089.49960167511,True
9907217471,7876455541,4594175828,144724.00435771522,149303.27914273346,102.5712754441853,-4681.846060462412,True
86797321,5216114435,4594175828,158428.80984778807,159429.77580065487,12.27680539685255,-1013.2427582636592,True
6784312548,6784312547,4594175828,163743.02877584627,163337.39957924184,79.28545747214099,326.34373913228046,False
5736586658,5646814015,4594175828,275601.00493292557,251769.87236949234,542.9715090009867,23288.161054432247,False
4915216855,4915216887,4594175828,155525.9439907819,154572.58541485594,47.49761932331347,905.8609566026425,False
11339203443,11339203445,4594175828,167901.90913872304,172167.90020116916,218.25028010797172,-4484.241342554102,True
4926355669,4926355670,4594175828,163598.07432142296,172962.42222268684,432.417549718775,-9796.765450982668,True
9916254309,9916254311,4594175828,250181.77299467093,253411.5715427574,872.74961561038,-4102.5481636968325,True
4992368883,4992228161,4594175828,189303.2861400852,168762.76858601862,150.3245686216075,20390.19298544497,False
10162340781,10162340790,4594175828,274002.92679710145,270995.1622939906,1042.8375964141956,1964.9269066966372,False
5606201197,5606201154,4594175828,170473.49620197774,173681.62032490995,117.12042177070437,-3325.244544702902,True
2462647823,2443951628,4594175828,164881.56701462658,168416.59451477474,175.05715071980427,-3710.084650867968,True
5613273078,5613273084,4594175828,136822.90059760815,140570.3683586077,30.20267052189278,-3777.67043152143,True
4599109694,4599109695,4594175828,154599.25063556115,159948.94337987166,111.67434762960339,-5461.367091940105,True
11068181959,11068181962,4594175828,233435.66891922912,246272.20325600545,700.7702357261848,-13537.3045725025,True
6782476653,3391115422,4594175828,156172.07206500758,156358.29292805103,17.715114864593605,-203.93597790805507,True
5606448559,5606446977,4594175828,154919.7690985757,154321.83089639526,30.11865398438053,567.8195481960429,False
9894637393,4413035839,4594175828,139101.84007120816,142268.7275505456,86.89260225173055,-3253.7800815891533,True
9905062228,9905062225,4594175828,198662.32135709762,182442.66084967926,121.25272271280399,16098.407784705545,False
5002597286,5002597272,4594175828,135729.99709506953,144465.96529890897,66.72432059573144,-8802.692524435173,True
5592652225,5592652255,4594175828,234462.4379752872,221346.93808830366,1238.5970205238536,11876.902866459684,False
4961511826,4961511812,4594175828,178350.8822898324,190625.298866492,443.76792491267736,-12718.18450157228,True
4874299844,4873973676,4594175828,153453.43763383085,163855.92877079788,132.69011415397034,-10535.181251120986,True
7876443930,9908994072,4594175828,155912.200793352,154311.67219867365,64.5937124459819,1535.9348822323664,False
4597745821,9993252734,4594175828,158746.2090211229,155708.0830657391,44.36561472371198,2993.760340660083,False
4882964620,4883241938,4594175828,165501.2078535001,165607.89867487253,52.35555619783827,-159.04637757028104,True
11521131071,391665502,4594175828,157629.14415676068,159344.01010476053,54.034991978423065,-1768.9009399782808,True
4961379736,4961379738,4594175828,172215.11714422933,174058.28116720883,13.936755736154085,-1857.100778715656,True
5205659141,6176277123,4594175828,204982.8516422972,217782.27291040393,1039.6694091488773,-13839.090677255619,True
3011689293,3011690162,4594175828,172508.407374836,175463.9642167989,238.88544806255993,-3194.442290025443,True
11755384671,11755384674,4594175828,273675.87518954836,243287.19363449496,301.4426543571718,30087.23890069622,False
7462397817,7462399090,4594175828,198494.15885432632,194737.93736222503,5036.948723406204,-1280.727231304918,True
11372787566,373374812,4594175828,166630.48051577358,163081.16711094658,52.01359943836967,3497.2998053886404,False
9913125555,9913125567,4594175828,149980.1058747757,149460.64285112574,179.8477312563155,339.61529239366064,False
7876403952,9907507706,4594175828,152527.4780277493,160988.9809823709,100.61172549711209,-8562.114680118713,True
5647018605,5647303784,4594175828,163096.57393665798,149842.16574593686,351.2294069385968,12903.178783782525,False
9781334788,9781333839,4594175828,251056.39777664555,258420.85869028766,759.9404098070091,-8124.4013234491285,True
4920056867,4920056862,4594175828,181313.1426270603,155985.14862955207,269.69894047424873,25058.295057033974,False
4873971275,4873914113,4594175828,159690.7741995165,163646.03588567473,224.4096474304995,-4179.671333588718,True
5070601547,5070601548,4594175828,176440.90037082508,185581.3443667315,120.5825537225059,-9261.026549628936,True
3923831016,5651787943,4594175828,203402.95727237922,204179.83510067227,852.8758080627489,-1629.7536363558029,True
4989413225,4989413227,4594175828,168881.97100381806,169490.16277700762,36.35457593458208,-644.5463491241389,True
3779114306,3772108979,4594175828,153180.6481084118,161053.04843750052,131.83082410039097,-8004.231153189088,True
12694794139,12694794146,4594175828,144675.10949995866,137539.71588534204,91.86005983758322,7043.5335547790455,False
387809455,4965540683,4594175828,197585.02284714146,197025.48519120037,305.4454690012318,254.0921869398735,False
12025506062,12025506057,4594175828,156258.04550093497,155258.14539358678,84.28680604486082,915.613301303325,False
4772570622,4772568905,4594175828,192536.49089814827,197108.764963735,42.405020322499695,-4614.679085909243,True
