goal_id,total_nodes_sampled,total_tested,skipped_unreachable,admissible_cases,violations,violation_rate,maximum_overestimation,average_overestimation_violating,minimum_delta,maximum_delta
5564620678,3000,3000,0,3000,0,0.0,0.0,0.0,-308073.58701194136,0.0
4823668170,3000,3000,0,3000,0,0.0,0.0,0.0,-260855.0296403705,-646.2536260590241
7858285282,3000,3000,0,3000,0,0.0,0.0,0.0,-316357.836110061,-1923.7519413614395
9805619703,3000,3000,0,3000,0,0.0,0.0,0.0,-272817.67008407303,-6875.113306812445
6646102406,3000,3000,0,3000,0,0.0,0.0,0.0,-258371.9366932797,-2197.0658961060126
